"Year","Name","Count","Sex","Prop"
2000,"JAKUB",14497,"M",7349.07
2000,"MATEUSZ",11454,"M",5806.46
2000,"KACPER",8898,"M",4510.73
2000,"MICHAŁ",8498,"M",4307.95
2000,"PATRYK",7743,"M",3925.22
2000,"DAWID",7063,"M",3580.5
2000,"KAMIL",6842,"M",3468.47
2000,"PIOTR",5608,"M",2842.91
2000,"SZYMON",5486,"M",2781.06
2000,"PAWEŁ",5109,"M",2589.94
2000,"MACIEJ",4596,"M",2329.88
2000,"BARTOSZ",4544,"M",2303.52
2000,"DAMIAN",4514,"M",2288.32
2000,"DOMINIK",4488,"M",2275.14
2000,"ADRIAN",4302,"M",2180.84
2000,"MARCIN",3773,"M",1912.67
2000,"ŁUKASZ",3683,"M",1867.05
2000,"KRZYSZTOF",3599,"M",1824.47
2000,"DANIEL",3564,"M",1806.73
2000,"SEBASTIAN",3559,"M",1804.19
2000,"TOMASZ",3353,"M",1699.76
2000,"FILIP",3337,"M",1691.65
2000,"ADAM",3267,"M",1656.16
2000,"BARTŁOMIEJ",3178,"M",1611.05
2000,"KAROL",3084,"M",1563.4
2000,"MIKOŁAJ",3083,"M",1562.89
2000,"KRYSTIAN",3037,"M",1539.57
2000,"HUBERT",2861,"M",1450.35
2000,"KONRAD",2667,"M",1352
2000,"WOJCIECH",2640,"M",1338.31
2000,"RAFAŁ",2331,"M",1181.67
2000,"JAN",2259,"M",1145.17
2000,"PRZEMYSŁAW",2115,"M",1072.17
2000,"OSKAR",1785,"M",904.88
2000,"GRZEGORZ",1712,"M",867.88
2000,"WIKTOR",1707,"M",865.34
2000,"ARKADIUSZ",1513,"M",767
2000,"ALEKSANDER",1340,"M",679.3
2000,"ARTUR",1329,"M",673.72
2000,"RADOSŁAW",1287,"M",652.43
2000,"ROBERT",1110,"M",562.7
2000,"MAREK",1057,"M",535.83
2000,"ERYK",1028,"M",521.13
2000,"MARCEL",965,"M",489.19
2000,"NORBERT",926,"M",469.42
2000,"MARIUSZ",822,"M",416.7
2000,"ANDRZEJ",783,"M",396.93
2000,"MAKSYMILIAN",769,"M",389.83
2000,"JACEK",757,"M",383.75
2000,"MIŁOSZ",745,"M",377.67
2000,"DARIUSZ",717,"M",363.47
2000,"CEZARY",695,"M",352.32
2000,"IGOR",693,"M",351.31
2000,"BŁAŻEJ",658,"M",333.56
2000,"GABRIEL",564,"M",285.91
2000,"JAROSŁAW",459,"M",232.68
2000,"ALAN",428,"M",216.97
2000,"STANISŁAW",422,"M",213.93
2000,"GRACJAN",375,"M",190.1
2000,"NIKODEM",375,"M",190.1
2000,"EMIL",369,"M",187.06
2000,"ALBERT",367,"M",186.05
2000,"ANTONI",327,"M",165.77
2000,"DENIS",282,"M",142.96
2000,"ERNEST",281,"M",142.45
2000,"FABIAN",277,"M",140.42
2000,"SŁAWOMIR",277,"M",140.42
2000,"TOBIASZ",277,"M",140.42
2000,"TYMOTEUSZ",269,"M",136.37
2000,"OLAF",261,"M",132.31
2000,"JĘDRZEJ",256,"M",129.78
2000,"SYLWESTER",256,"M",129.78
2000,"FRANCISZEK",248,"M",125.72
2000,"SEWERYN",247,"M",125.21
2000,"REMIGIUSZ",246,"M",124.71
2000,"KAJETAN",239,"M",121.16
2000,"KUBA",202,"M",102.4
2000,"KORNEL",195,"M",98.85
2000,"KEWIN",189,"M",95.81
2000,"BRAJAN",184,"M",93.28
2000,"JULIAN",164,"M",83.14
2000,"MARTIN",161,"M",81.62
2000,"KEVIN",159,"M",80.6
2000,"DORIAN",151,"M",76.55
2000,"CYPRIAN",145,"M",73.51
2000,"JANUSZ",143,"M",72.49
2000,"MARCELI",142,"M",71.99
2000,"WITOLD",140,"M",70.97
2000,"AMADEUSZ",137,"M",69.45
2000,"NATAN",129,"M",65.39
2000,"OLIWIER",117,"M",59.31
2000,"MIROSŁAW",116,"M",58.8
2000,"DAVID",115,"M",58.3
2000,"JERZY",114,"M",57.79
2000,"BENIAMIN",105,"M",53.23
2000,"ROMAN",100,"M",50.69
2000,"ZBIGNIEW",99,"M",50.19
2000,"SAMUEL",98,"M",49.68
2000,"BORYS",95,"M",48.16
2000,"KORDIAN",88,"M",44.61
2000,"JÓZEF",86,"M",43.6
2000,"JULIUSZ",83,"M",42.08
2000,"ALEKS",82,"M",41.57
2000,"OLIWER",82,"M",41.57
2000,"SZCZEPAN",81,"M",41.06
2000,"TADEUSZ",79,"M",40.05
2000,"IGNACY",77,"M",39.03
2000,"KLAUDIUSZ",77,"M",39.03
2000,"MAKSYM",77,"M",39.03
2000,"NICOLAS",77,"M",39.03
2000,"RYSZARD",76,"M",38.53
2000,"ALEXANDER",75,"M",38.02
2000,"BRUNO",75,"M",38.02
2000,"JONASZ",74,"M",37.51
2000,"WALDEMAR",71,"M",35.99
2000,"ALEKSY",70,"M",35.49
2000,"MICHAEL",70,"M",35.49
2000,"ALEX",67,"M",33.96
2000,"BOGDAN",66,"M",33.46
2000,"EMANUEL",65,"M",32.95
2000,"JONATAN",64,"M",32.44
2000,"IRENEUSZ",61,"M",30.92
2000,"OLGIERD",60,"M",30.42
2000,"ERWIN",59,"M",29.91
2000,"SERGIUSZ",59,"M",29.91
2000,"NIKOLAS",55,"M",27.88
2000,"OLIVER",54,"M",27.37
2000,"JEREMI",53,"M",26.87
2000,"LESZEK",53,"M",26.87
2000,"PATRICK",53,"M",26.87
2000,"KASPER",52,"M",26.36
2000,"KORNELIUSZ",52,"M",26.36
2000,"STEFAN",51,"M",25.85
2000,"JOACHIM",50,"M",25.35
2000,"MIESZKO",46,"M",23.32
2000,"IWO",45,"M",22.81
2000,"OKTAWIAN",45,"M",22.81
2000,"MAXIMILIAN",44,"M",22.31
2000,"MAURYCY",43,"M",21.8
2000,"NATANIEL",42,"M",21.29
2000,"JEREMIASZ",38,"M",19.26
2000,"TYMON",37,"M",18.76
2000,"FRYDERYK",36,"M",18.25
2000,"EMILIAN",35,"M",17.74
2000,"KRYSPIN",35,"M",17.74
2000,"BERNARD",33,"M",16.73
2000,"CHRISTIAN",33,"M",16.73
2000,"GERARD",33,"M",16.73
2000,"THOMAS",33,"M",16.73
2000,"WŁADYSŁAW",33,"M",16.73
2000,"BOGUSŁAW",32,"M",16.22
2000,"KASJAN",32,"M",16.22
2000,"LEON",32,"M",16.22
2000,"HENRYK",31,"M",15.72
2000,"KSAWERY",31,"M",15.72
2000,"ELIASZ",30,"M",15.21
2000,"KONSTANTY",30,"M",15.21
2000,"ARON",28,"M",14.19
2000,"DENNIS",27,"M",13.69
2000,"MATTHEW",27,"M",13.69
2000,"JORDAN",26,"M",13.18
2000,"MATTEO",26,"M",13.18
2000,"ROLAND",26,"M",13.18
2000,"MARCO",25,"M",12.67
2000,"MARIAN",25,"M",12.67
2000,"NICHOLAS",25,"M",12.67
2000,"OSCAR",25,"M",12.67
2000,"SIMON",25,"M",12.67
2000,"FLORIAN",24,"M",12.17
2000,"GUSTAW",24,"M",12.17
2000,"KAZIMIERZ",23,"M",11.66
2000,"MILAN",22,"M",11.15
2000,"PAUL",22,"M",11.15
2000,"PHILIP",22,"M",11.15
2000,"ZACHARIASZ",21,"M",10.65
2000,"CHRISTOPHER",20,"M",10.14
2000,"JACOB",20,"M",10.14
2000,"PASCAL",20,"M",10.14
2000,"TYTUS",20,"M",10.14
2000,"BENJAMIN",19,"M",9.63
2000,"LEONARD",19,"M",9.63
2000,"LUKAS",19,"M",9.63
2000,"BOGUMIŁ",18,"M",9.12
2000,"ANDREAS",17,"M",8.62
2000,"BOGUSZ",17,"M",8.62
2000,"OLIVIER",17,"M",8.62
2000,"OMAR",17,"M",8.62
2000,"VICTOR",17,"M",8.62
2000,"BRIAN",16,"M",8.11
2000,"LUCA",16,"M",8.11
2000,"LUCJAN",16,"M",8.11
2000,"PETER",16,"M",8.11
2000,"ZIEMOWIT",16,"M",8.11
2000,"ALESSANDRO",15,"M",7.6
2000,"BENEDYKT",15,"M",7.6
2000,"DASTIN",15,"M",7.6
2000,"EDWIN",15,"M",7.6
2000,"JOHN",15,"M",7.6
2000,"KOSMA",15,"M",7.6
2000,"LUCAS",15,"M",7.6
2000,"MARIO",15,"M",7.6
2000,"MARK",15,"M",7.6
2000,"MARKUS",15,"M",7.6
2000,"OLEKSANDR",15,"M",7.6
2000,"WIESŁAW",15,"M",7.6
2000,"ARIEL",14,"M",7.1
2000,"BRANDON",14,"M",7.1
2000,"DAVIDE",14,"M",7.1
2000,"ERIK",14,"M",7.1
2000,"MAX",14,"M",7.1
2000,"NICO",14,"M",7.1
2000,"NORMAN",14,"M",7.1
2000,"VIKTOR",14,"M",7.1
2000,"ANTONIO",13,"M",6.59
2000,"ARNOLD",13,"M",6.59
2000,"BRUNON",13,"M",6.59
2000,"EDGAR",13,"M",6.59
2000,"ERIC",13,"M",6.59
2000,"JONATHAN",13,"M",6.59
2000,"JUSTIN",13,"M",6.59
2000,"LUDWIK",13,"M",6.59
2000,"MARTYN",13,"M",6.59
2000,"MIRON",13,"M",6.59
2000,"NIKITA (M)",13,"M",6.59
2000,"ANGELO",12,"M",6.08
2000,"CRISTIAN",12,"M",6.08
2000,"MARKO",12,"M",6.08
2000,"MICHEL",12,"M",6.08
2000,"ROCH",12,"M",6.08
2000,"VLADYSLAV",12,"M",6.08
2000,"ANTON",11,"M",5.58
2000,"IVAN",11,"M",5.58
2000,"JAROMIR",11,"M",5.58
2000,"KRISTIAN",11,"M",5.58
2000,"MANUEL",11,"M",5.58
2000,"NATHAN",11,"M",5.58
2000,"PATRYCJUSZ",11,"M",5.58
2000,"ROBIN",11,"M",5.58
2000,"SIMONE",11,"M",5.58
2000,"TRISTAN",11,"M",5.58
2000,"VINCENT",11,"M",5.58
2000,"BOLESŁAW",10,"M",5.07
2000,"BRYAN",10,"M",5.07
2000,"EDWARD",10,"M",5.07
2000,"FELIKS",10,"M",5.07
2000,"IAN",10,"M",5.07
2000,"KARIM",10,"M",5.07
2000,"PHILIPP",10,"M",5.07
2000,"WACŁAW",10,"M",5.07
2000,"WILLIAM",10,"M",5.07
2000,"WŁODZIMIERZ",10,"M",5.07
2000,"ZYGMUNT",10,"M",5.07
2000,"AARON",9,"M",4.56
2000,"ALEXANDRE",9,"M",4.56
2000,"ANDREA (M)",9,"M",4.56
2000,"ARMIN",9,"M",4.56
2000,"CHRYSTIAN",9,"M",4.56
2000,"CYRYL",9,"M",4.56
2000,"DARIO",9,"M",4.56
2000,"JAMES",9,"M",4.56
2000,"JOSHUA",9,"M",4.56
2000,"KLEMENS",9,"M",4.56
2000,"KRZESIMIR",9,"M",4.56
2000,"MATTHIAS",9,"M",4.56
2000,"MICHAL",9,"M",4.56
2000,"MOHAMED",9,"M",4.56
2000,"PASKAL",9,"M",4.56
2000,"ALI",8,"M",4.06
2000,"ANDREW",8,"M",4.06
2000,"ANDRIY",8,"M",4.06
2000,"ANTHONY",8,"M",4.06
2000,"ARTHUR",8,"M",4.06
2000,"BARTEK",8,"M",4.06
2000,"BOHDAN",8,"M",4.06
2000,"CZESŁAW",8,"M",4.06
2000,"JAKOB",8,"M",4.06
2000,"LEO",8,"M",4.06
2000,"MIECZYSŁAW",8,"M",4.06
2000,"OLEH",8,"M",4.06
2000,"PATRIK",8,"M",4.06
2000,"ROGER",8,"M",4.06
2000,"WINCENTY",8,"M",4.06
2000,"AMIR",7,"M",3.55
2000,"BEN",7,"M",3.55
2000,"BRAYAN",7,"M",3.55
2000,"DENIZ",7,"M",3.55
2000,"DMYTRO",7,"M",3.55
2000,"DUSTIN",7,"M",3.55
2000,"ENRICO",7,"M",3.55
2000,"GAWEŁ",7,"M",3.55
2000,"HUGO",7,"M",3.55
2000,"IDO",7,"M",3.55
2000,"JOEL",7,"M",3.55
2000,"JOSEPH",7,"M",3.55
2000,"LEONARDO",7,"M",3.55
2000,"MARSEL",7,"M",3.55
2000,"MICHELE",7,"M",3.55
2000,"NICOLA (M)",7,"M",3.55
2000,"NIKO",7,"M",3.55
2000,"RAFAEL",7,"M",3.55
2000,"RICHARD",7,"M",3.55
2000,"SAMI",7,"M",3.55
2000,"STEVEN",7,"M",3.55
2000,"SYMEON",7,"M",3.55
2000,"TYCJAN",7,"M",3.55
2000,"VOLODYMYR",7,"M",3.55
2000,"AHMED",6,"M",3.04
2000,"ALBERTO",6,"M",3.04
2000,"ARTEM",6,"M",3.04
2000,"BASTIAN",6,"M",3.04
2000,"CONRAD",6,"M",3.04
2000,"FELIX",6,"M",3.04
2000,"FRANCESCO",6,"M",3.04
2000,"GIACOMO",6,"M",3.04
2000,"GIUSEPPE",6,"M",3.04
2000,"MAGOMED",6,"M",3.04
2000,"MAKARY",6,"M",3.04
2000,"MARC",6,"M",3.04
2000,"MARCELIN",6,"M",3.04
2000,"MARCJAN",6,"M",3.04
2000,"NOE",6,"M",3.04
2000,"OMER",6,"M",3.04
2000,"PAVLO",6,"M",3.04
2000,"RADEK",6,"M",3.04
2000,"RAJMUND",6,"M",3.04
2000,"RAPHAEL",6,"M",3.04
2000,"TOM",6,"M",3.04
2000,"WAWRZYNIEC",6,"M",3.04
2000,"ZENON",6,"M",3.04
2000,"ADRIANO",5,"M",2.53
2000,"ALBIN",5,"M",2.53
2000,"AMIT",5,"M",2.53
2000,"ARIAN",5,"M",2.53
2000,"ARMANDO",5,"M",2.53
2000,"AXEL",5,"M",2.53
2000,"BRONISŁAW",5,"M",2.53
2000,"DANYLO",5,"M",2.53
2000,"DENYS",5,"M",2.53
2000,"DIEGO",5,"M",2.53
2000,"DOMINIC",5,"M",2.53
2000,"DYMITR",5,"M",2.53
2000,"EMMANUEL",5,"M",2.53
2000,"GIOVANNI",5,"M",2.53
2000,"GUY",5,"M",2.53
2000,"ISMAIL",5,"M",2.53
2000,"IVO",5,"M",2.53
2000,"JACK",5,"M",2.53
2000,"JAREMA",5,"M",2.53
2000,"KAI",5,"M",2.53
2000,"KHAMZAT",5,"M",2.53
2000,"KYLE",5,"M",2.53
2000,"LORENZO",5,"M",2.53
2000,"MAIK",5,"M",2.53
2000,"MAJKEL",5,"M",2.53
2000,"MAKS",5,"M",2.53
2000,"MATHIAS",5,"M",2.53
2000,"MAXIM",5,"M",2.53
2000,"MIKE",5,"M",2.53
2000,"MYKOLA",5,"M",2.53
2000,"MYKYTA",5,"M",2.53
2000,"NATANAEL",5,"M",2.53
2000,"NAZAR",5,"M",2.53
2000,"OLEG",5,"M",2.53
2000,"OMRI",5,"M",2.53
2000,"OREST",5,"M",2.53
2000,"PHILLIP",5,"M",2.53
2000,"RADOMIR",5,"M",2.53
2000,"RICARDO",5,"M",2.53
2000,"RUBEN",5,"M",2.53
2000,"RYAN",5,"M",2.53
2000,"SALVATORE",5,"M",2.53
2000,"SANTIAGO",5,"M",2.53
2000,"SEAN",5,"M",2.53
2000,"SEMIR",5,"M",2.53
2000,"SERAFIN",5,"M",2.53
2000,"TOMAS",5,"M",2.53
2000,"NATALIA",11511,"F",6150.94
2000,"ALEKSANDRA",10940,"F",5845.83
2000,"WIKTORIA",10144,"F",5420.48
2000,"JULIA",10074,"F",5383.08
2000,"WERONIKA",9680,"F",5172.54
2000,"KAROLINA",7886,"F",4213.91
2000,"KLAUDIA",6992,"F",3736.2
2000,"PAULINA",6245,"F",3337.04
2000,"PATRYCJA",5841,"F",3121.16
2000,"KATARZYNA",5793,"F",3095.51
2000,"ANNA",5104,"F",2727.34
2000,"MAGDALENA",4845,"F",2588.94
2000,"DOMINIKA",4502,"F",2405.66
2000,"MARTYNA",3419,"F",1826.95
2000,"ZUZANNA",3297,"F",1761.76
2000,"OLIWIA",3269,"F",1746.8
2000,"MARTA",3050,"F",1629.78
2000,"KINGA",3005,"F",1605.73
2000,"AGATA",2813,"F",1503.14
2000,"KAMILA",2781,"F",1486.04
2000,"SANDRA",2570,"F",1373.29
2000,"AGNIESZKA",2550,"F",1362.6
2000,"MONIKA",2541,"F",1357.79
2000,"JOANNA",2450,"F",1309.17
2000,"GABRIELA",2300,"F",1229.01
2000,"JUSTYNA",2268,"F",1211.91
2000,"ALICJA",2179,"F",1164.36
2000,"DARIA",2117,"F",1131.23
2000,"ANGELIKA",2065,"F",1103.44
2000,"IZABELA",1842,"F",984.28
2000,"MARIA",1710,"F",913.74
2000,"MAŁGORZATA",1598,"F",853.9
2000,"SYLWIA",1576,"F",842.14
2000,"EMILIA",1503,"F",803.13
2000,"EWELINA",1334,"F",712.83
2000,"NIKOLA",1322,"F",706.42
2000,"MAJA",1275,"F",681.3
2000,"EWA",1112,"F",594.2
2000,"SARA",1071,"F",572.29
2000,"LAURA",1069,"F",571.22
2000,"MILENA",1066,"F",569.62
2000,"ROKSANA",1010,"F",539.7
2000,"ADRIANNA",981,"F",524.2
2000,"ZOFIA",916,"F",489.47
2000,"BARBARA",915,"F",488.93
2000,"OLGA",799,"F",426.95
2000,"JAGODA",684,"F",365.5
2000,"MARCELINA",647,"F",345.73
2000,"ANETA",644,"F",344.12
2000,"ANITA",634,"F",338.78
2000,"MICHALINA",559,"F",298.7
2000,"BEATA",534,"F",285.34
2000,"MARLENA",526,"F",281.07
2000,"KORNELIA",524,"F",280
2000,"DOROTA",512,"F",273.59
2000,"ELIZA",491,"F",262.37
2000,"DAGMARA",486,"F",259.7
2000,"URSZULA",471,"F",251.68
2000,"EDYTA",456,"F",243.67
2000,"HANNA",407,"F",217.48
2000,"KARINA",401,"F",214.28
2000,"KAJA",400,"F",213.74
2000,"IGA",399,"F",213.21
2000,"JULITA",385,"F",205.73
2000,"PAULA",337,"F",180.08
2000,"IWONA",335,"F",179.01
2000,"NICOLE",328,"F",175.27
2000,"MAGDA",325,"F",173.66
2000,"ANDŻELIKA",316,"F",168.86
2000,"ŻANETA",292,"F",156.03
2000,"ILONA",287,"F",153.36
2000,"MALWINA",280,"F",149.62
2000,"SABINA",277,"F",148.02
2000,"WIOLETTA",277,"F",148.02
2000,"NINA",270,"F",144.28
2000,"ELŻBIETA",268,"F",143.21
2000,"DIANA",254,"F",135.73
2000,"MARIKA",239,"F",127.71
2000,"LIDIA",227,"F",121.3
2000,"JOLANTA",225,"F",120.23
2000,"JESSICA",221,"F",118.09
2000,"MARZENA",219,"F",117.02
2000,"WIOLETA",208,"F",111.15
2000,"ŁUCJA",196,"F",104.73
2000,"SONIA",185,"F",98.86
2000,"ADRIANA",179,"F",95.65
2000,"MARIOLA",166,"F",88.7
2000,"VICTORIA",160,"F",85.5
2000,"MATYLDA",156,"F",83.36
2000,"IZABELLA",155,"F",82.82
2000,"NADIA",149,"F",79.62
2000,"NICOLA (F)",139,"F",74.28
2000,"JOWITA",138,"F",73.74
2000,"AMANDA",133,"F",71.07
2000,"LUIZA",132,"F",70.53
2000,"MARIANNA",130,"F",69.47
2000,"FAUSTYNA",125,"F",66.79
2000,"LENA",122,"F",65.19
2000,"RENATA",121,"F",64.66
2000,"ADA",117,"F",62.52
2000,"ESTERA",116,"F",61.99
2000,"AMELIA",115,"F",61.45
2000,"ANTONINA",113,"F",60.38
2000,"HELENA",108,"F",57.71
2000,"ANASTAZJA",107,"F",57.18
2000,"RÓŻA",106,"F",56.64
2000,"KLARA",102,"F",54.5
2000,"JULIANNA",101,"F",53.97
2000,"POLA",97,"F",51.83
2000,"ALINA",92,"F",49.16
2000,"VANESSA",92,"F",49.16
2000,"OKTAWIA",90,"F",48.09
2000,"KRYSTYNA",86,"F",45.95
2000,"KALINA",84,"F",44.89
2000,"OLIVIA",84,"F",44.89
2000,"DANIELA",79,"F",42.21
2000,"CLAUDIA",73,"F",39.01
2000,"HONORATA",73,"F",39.01
2000,"SAMANTA",72,"F",38.47
2000,"JADWIGA",70,"F",37.4
2000,"OLIMPIA",68,"F",36.34
2000,"ROZALIA",67,"F",35.8
2000,"NICOL",66,"F",35.27
2000,"NIKOL",65,"F",34.73
2000,"AURELIA",64,"F",34.2
2000,"MARCELA",64,"F",34.2
2000,"BERNADETA",63,"F",33.66
2000,"DŻESIKA",63,"F",33.66
2000,"MICHELLE",62,"F",33.13
2000,"TERESA",62,"F",33.13
2000,"ANIELA",61,"F",32.6
2000,"INGA",60,"F",32.06
2000,"ELWIRA",59,"F",31.53
2000,"DANUTA",58,"F",30.99
2000,"JUDYTA",58,"F",30.99
2000,"PAMELA",58,"F",30.99
2000,"ALEXANDRA",56,"F",29.92
2000,"KONSTANCJA",56,"F",29.92
2000,"NATASZA",56,"F",29.92
2000,"VIKTORIA",56,"F",29.92
2000,"INEZ",55,"F",29.39
2000,"LILIANA",53,"F",28.32
2000,"MIRIAM",53,"F",28.32
2000,"BOŻENA",51,"F",27.25
2000,"ARLETA",50,"F",26.72
2000,"ALDONA",48,"F",25.65
2000,"BLANKA",47,"F",25.11
2000,"ERYKA",47,"F",25.11
2000,"IDA",47,"F",25.11
2000,"LUCYNA",46,"F",24.58
2000,"OLA",43,"F",22.98
2000,"NIKOLETTA",41,"F",21.91
2000,"SARAH",41,"F",21.91
2000,"MELANIA",40,"F",21.37
2000,"NOEMI",40,"F",21.37
2000,"ANGELA",39,"F",20.84
2000,"JESIKA",38,"F",20.31
2000,"WANESSA",38,"F",20.31
2000,"CELINA",37,"F",19.77
2000,"TATIANA",37,"F",19.77
2000,"MANUELA",36,"F",19.24
2000,"IRENA",35,"F",18.7
2000,"KASANDRA",35,"F",18.7
2000,"VERONICA",35,"F",18.7
2000,"BERNADETTA",34,"F",18.17
2000,"BOGUMIŁA",34,"F",18.17
2000,"MARIETTA",34,"F",18.17
2000,"ANDREA (F)",33,"F",17.63
2000,"WANESA",32,"F",17.1
2000,"INES",31,"F",16.56
2000,"LIWIA",30,"F",16.03
2000,"NIKOLINA",30,"F",16.03
2000,"VERONIKA",30,"F",16.03
2000,"MARTINA",29,"F",15.5
2000,"BOGNA",28,"F",14.96
2000,"DONATA",28,"F",14.96
2000,"JENNIFER",28,"F",14.96
2000,"GRAŻYNA",27,"F",14.43
2000,"DAJANA",26,"F",13.89
2000,"EMANUELA",26,"F",13.89
2000,"ŻAKLINA",26,"F",13.89
2000,"KSENIA",25,"F",13.36
2000,"MARYLA",25,"F",13.36
2000,"NATALIE",25,"F",13.36
2000,"STEFANIA",25,"F",13.36
2000,"TAMARA",25,"F",13.36
2000,"MARITA",24,"F",12.82
2000,"NIKOLETA",24,"F",12.82
2000,"SIMONA",24,"F",12.82
2000,"WANDA",24,"F",12.82
2000,"EMMA",23,"F",12.29
2000,"JESSIKA",23,"F",12.29
2000,"LILIANNA",23,"F",12.29
2000,"MAYA",23,"F",12.29
2000,"NELA",22,"F",11.76
2000,"SOFIA",22,"F",11.76
2000,"SOPHIE",22,"F",11.76
2000,"BRYGIDA",21,"F",11.22
2000,"CAROLINE",21,"F",11.22
2000,"GLORIA",21,"F",11.22
2000,"IRMINA",21,"F",11.22
2000,"IZA",21,"F",11.22
2000,"JAŚMINA",20,"F",10.69
2000,"MAJKA",20,"F",10.69
2000,"MIRELLA",20,"F",10.69
2000,"SABRINA",20,"F",10.69
2000,"ANGELINA",19,"F",10.15
2000,"EMILA",19,"F",10.15
2000,"ERIKA",19,"F",10.15
2000,"KLAUDYNA",19,"F",10.15
2000,"BOGUSŁAWA",18,"F",9.62
2000,"DALIA",18,"F",9.62
2000,"GRETA",18,"F",9.62
2000,"MARCJANNA",18,"F",9.62
2000,"MICHAELA",18,"F",9.62
2000,"PATRICIA",18,"F",9.62
2000,"REGINA",18,"F",9.62
2000,"STELLA",18,"F",9.62
2000,"ADELA",17,"F",9.08
2000,"ARLETTA",17,"F",9.08
2000,"BIANKA",17,"F",9.08
2000,"EMILY",17,"F",9.08
2000,"ISABELLA",17,"F",9.08
2000,"MIRELA",17,"F",9.08
2000,"JANINA",16,"F",8.55
2000,"PAOLA",16,"F",8.55
2000,"VIOLETTA",16,"F",8.55
2000,"HALINA",15,"F",8.02
2000,"KORNELA",15,"F",8.02
2000,"JESICA",14,"F",7.48
2000,"WALERIA",14,"F",7.48
2000,"WIRGINIA",14,"F",7.48
2000,"ANASTASIA",13,"F",6.95
2000,"ANASTASIIA",13,"F",6.95
2000,"NEL",13,"F",6.95
2000,"NICOLETTA",13,"F",6.95
2000,"RAMONA",13,"F",6.95
2000,"CHIARA",12,"F",6.41
2000,"DEBORA",12,"F",6.41
2000,"GIULIA",12,"F",6.41
2000,"KAMILLA",12,"F",6.41
2000,"LARYSA",12,"F",6.41
2000,"MONICA",12,"F",6.41
2000,"RITA",12,"F",6.41
2000,"ANIKA",11,"F",5.88
2000,"BERENIKA",11,"F",5.88
2000,"ELENA",11,"F",5.88
2000,"JASMIN",11,"F",5.88
2000,"LINDA",11,"F",5.88
2000,"LUDWIKA",11,"F",5.88
2000,"MALINA",11,"F",5.88
2000,"NOA",11,"F",5.88
2000,"OKSANA",11,"F",5.88
2000,"OLENA",11,"F",5.88
2000,"OTYLIA",11,"F",5.88
2000,"SYLVIA",11,"F",5.88
2000,"ANGELICA",10,"F",5.34
2000,"DELFINA",10,"F",5.34
2000,"DOBRAWA",10,"F",5.34
2000,"FATIMA",10,"F",5.34
2000,"GAJA",10,"F",5.34
2000,"GRACJANA",10,"F",5.34
2000,"KATHERINE",10,"F",5.34
2000,"MARIE",10,"F",5.34
2000,"MELANIE",10,"F",5.34
2000,"RAFAELA",10,"F",5.34
2000,"WALENTYNA",10,"F",5.34
2000,"CAROLINA",9,"F",4.81
2000,"ELIZABETH",9,"F",4.81
2000,"EVA",9,"F",4.81
2000,"GABRIELLA",9,"F",4.81
2000,"IRYNA",9,"F",4.81
2000,"JÓZEFINA",9,"F",4.81
2000,"LISA",9,"F",4.81
2000,"LUISA",9,"F",4.81
2000,"MARIETA",9,"F",4.81
2000,"MELISA",9,"F",4.81
2000,"MIROSŁAWA",9,"F",4.81
2000,"ORIANA",9,"F",4.81
2000,"SYNTIA",9,"F",4.81
2000,"VALENTINA",9,"F",4.81
2000,"VITTORIA",9,"F",4.81
2000,"ABIGAIL",8,"F",4.27
2000,"ALESSANDRA",8,"F",4.27
2000,"ANTONIA",8,"F",4.27
2000,"BALBINA",8,"F",4.27
2000,"EVELINA",8,"F",4.27
2000,"FLORENTYNA",8,"F",4.27
2000,"IDALIA",8,"F",4.27
2000,"ISABEL",8,"F",4.27
2000,"ISMENA",8,"F",4.27
2000,"JACQUELINE",8,"F",4.27
2000,"JAGNA",8,"F",4.27
2000,"JANA",8,"F",4.27
2000,"JULIANA",8,"F",4.27
2000,"KATHARINA",8,"F",4.27
2000,"KESJA",8,"F",4.27
2000,"KLEMENTYNA",8,"F",4.27
2000,"LETYCJA",8,"F",4.27
2000,"LORENA",8,"F",4.27
2000,"MARINA",8,"F",4.27
2000,"MELISSA",8,"F",4.27
2000,"MIRANDA",8,"F",4.27
2000,"NATHALIE",8,"F",4.27
2000,"PATRIZIA",8,"F",4.27
2000,"ALICE",7,"F",3.74
2000,"ANA",7,"F",3.74
2000,"ARIADNA",7,"F",3.74
2000,"ARIANA",7,"F",3.74
2000,"CARMEN",7,"F",3.74
2000,"CECYLIA",7,"F",3.74
2000,"CHANTAL",7,"F",3.74
2000,"CHRISTINA",7,"F",3.74
2000,"DAGNA",7,"F",3.74
2000,"ELISA",7,"F",3.74
2000,"FELICJA",7,"F",3.74
2000,"JASMINA",7,"F",3.74
2000,"KRZYSZTOFA",7,"F",3.74
2000,"LEA",7,"F",3.74
2000,"LUDMIŁA",7,"F",3.74
2000,"NADINE",7,"F",3.74
2000,"SILVIA",7,"F",3.74
2000,"VIKTORIIA",7,"F",3.74
2000,"AMINA",6,"F",3.21
2000,"APOLONIA",6,"F",3.21
2000,"ARIANNA",6,"F",3.21
2000,"AURORA",6,"F",3.21
2000,"BIANCA",6,"F",3.21
2000,"CAMILA",6,"F",3.21
2000,"DOBROCHNA",6,"F",3.21
2000,"ELISABETH",6,"F",3.21
